problem_id,contest_id,problem_index,problem_name,difficulty_rating,tags,problem_type,solved_count,model,model_display,language,source_type,source_index,split,target,hf_source,feature_avgFunctionLength,feature_avgIdentifierLength,feature_avgLineLength,feature_emptyLinesDensity,feature_functionDefinitionDensity,feature_maintainabilityIndex,feature_maxDecisionTokens,feature_whiteSpaceRatio,code_file,loc,char_count,token_count_approx
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,168978,train,human,cf,1.0,3.2037037037037037,12.293577981651376,0.5596330275229358,0.01834862385321101,12.063333333333325,7.0,0.4924033149171271,code/1381_B/human_java.java,108,1448,183
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,170034,train,human,cf,1.0,3.011173184357542,9.594594594594595,0.5765765765765766,10.594594594594595,0.0,0.0,0.35914893617021276,code/1381_B/human_cpp.cpp,110,1175,171
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,170549,train,human,cf,0.0,2.8676470588235294,14.653846153846153,0.11538461538461539,0.0,79.20869565217392,0.0,0.3399014778325123,code/1381_B/human_python.py,25,406,62
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,181118,train,human,cf,1.0,4.330472103004292,8.171122994652407,0.5508021390374331,9.171122994652407,0.0,0.0,0.22753792298716452,code/1381_B/human_cpp.cpp,186,1714,242
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,182118,train,human,cf,1.0,2.7185929648241207,14.970149253731343,0.5522388059701493,0.014925373134328358,0.0,11.0,0.2666043030869972,code/1381_B/human_java.java,67,1069,73
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,182858,train,human,cf,1.0,2.8923076923076922,8.198952879581151,0.5078534031413613,9.198952879581151,0.0,0.0,0.22779043280182232,code/1381_B/human_cpp.cpp,190,1756,195
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,184340,train,human,cf,1.0,2.514792899408284,9.835164835164836,0.5384615384615384,10.835164835164836,0.0,0.0,0.33096446700507615,code/1381_B/human_cpp.cpp,91,985,74
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,185431,train,human,cf,0.0,2.8676470588235294,7.775510204081633,0.5306122448979592,0.0,74.00869565217391,0.0,0.3752913752913753,code/1381_B/human_python.py,49,429,62
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,185463,train,human,cf,1.0,2.5476190476190474,7.071428571428571,0.5,8.071428571428571,0.0,0.0,0.24168514412416853,code/1381_B/human_cpp.cpp,56,451,42
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,187005,train,human,cf,1.0,3.2037037037037037,9.271028037383177,0.5514018691588785,0.018691588785046728,49.98,7.0,0.33060109289617484,code/1381_B/human_java.java,107,1098,183
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,194592,train,human,cf,1.0,3.2806451612903227,19.37473233404711,0.15203426124197003,20.37473233404711,0.0,0.0,0.41538784948496954,code/1381_B/human_cpp.cpp,467,9514,1391
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,194669,train,human,cf,0.0,2.63768115942029,7.333333333333333,0.4888888888888889,0.0,86.44347826086957,0.0,0.32085561497326204,code/1381_B/human_python.py,45,374,35
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,195601,train,human,cf,1.0,3.7038745387453873,11.784287616511318,0.5565912117177098,0.03462050599201065,11.890090090090085,6.0,0.45197916666666665,code/1381_B/human_java.java,751,9600,1040
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,197108,train,human,cf,1.0,2.5238095238095237,7.461538461538462,0.4807692307692308,8.461538461538462,0.0,0.0,0.23234624145785876,code/1381_B/human_cpp.cpp,52,439,44
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,198361,train,human,cf,0.0,3.4663461538461537,14.683760683760683,0.5726495726495726,0.0,0.0,7.0,0.4569247546346783,code/1381_B/human_java.java,117,1834,212
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,205196,train,human,cf,0.0,2.8585365853658535,11.148760330578513,0.5537190082644629,0.0,27.240740740740744,8.0,0.40639891082368956,code/1381_B/human_java.java,121,1469,145
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,205281,train,human,cf,0.0,3.3088235294117645,7.584615384615384,0.6461538461538462,0.0,45.069565217391315,0.0,0.4614003590664273,code/1381_B/human_python.py,65,557,66
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,205551,train,human,cf,1.0,3.3603603603603602,9.529411764705882,0.6013071895424836,0.032679738562091505,33.754098360655746,0.0,0.4049689440993789,code/1381_B/human_python.py,153,1610,225
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,208305,train,human,cf,0.0,2.635135135135135,7.755102040816326,0.4897959183673469,0.0,81.97599999999998,0.0,0.36682242990654207,code/1381_B/human_python.py,49,428,64
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,213063,train,human,cf,1.0,2.510869565217391,11.011494252873563,0.5172413793103449,12.011494252873563,0.0,0.0,0.30842911877394635,code/1381_B/human_cpp.cpp,87,1044,74
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,213504,train,human,cf,1.0,2.772277227722772,12.73049645390071,0.524822695035461,13.73049645390071,0.0,0.0,0.17157622739018089,code/1381_B/human_cpp.cpp,141,1935,187
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,214587,train,human,cf,0.0,3.264705882352941,6.890909090909091,0.6,0.0,68.65454545454544,0.0,0.3187066974595843,code/1381_B/human_python.py,55,433,67
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,221530,train,human,cf,1.0,3.725925925925926,13.475247524752476,0.5742574257425742,0.009900990099009901,0.0,7.0,0.5311430527036276,code/1381_B/human_java.java,101,1461,167
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,221636,train,human,cf,1.0,3.3588039867109636,14.598540145985401,0.5109489051094891,0.08029197080291971,5.220895522388048,0.0,0.3651685393258427,code/1381_B/human_python.py,136,2136,194
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,226101,val,human,cf,1.0,3.8962962962962964,13.782178217821782,0.5742574257425742,0.009900990099009901,0.0,7.0,0.5254691689008043,code/1381_B/human_java.java,101,1492,167
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,233681,val,human,cf,1.0,3.2037037037037037,9.214953271028037,0.5514018691588785,0.018691588785046728,50.63,7.0,0.3269230769230769,code/1381_B/human_java.java,107,1092,183
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,cpp,hf,234854,val,human,cf,1.0,2.5476190476190474,7.071428571428571,0.5,8.071428571428571,0.0,0.0,0.24168514412416853,code/1381_B/human_cpp.cpp,56,451,42
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,java,hf,235020,val,human,cf,1.0,4.670707070707071,21.81958762886598,0.14432989690721648,0.07216494845360824,27.52421686746989,9.0,0.333483958427474,code/1381_B/human_java.java,193,4426,568
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,235681,test,human,cf,0.0,1.9751552795031055,10.329113924050633,0.5443037974683544,0.0,41.866666666666674,0.0,0.4507829977628635,code/1381_B/human_python.py,78,894,109
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,human,human,python,hf,243654,test,human,cf,0.0,3.3529411764705883,9.686274509803921,0.5490196078431373,0.0,48.00869565217391,0.0,0.4430147058823529,code/1381_B/human_python.py,51,544,66
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,gpt,gpt4o,python,hf,258308,train,ai,cf,1.0,3.3466666666666667,18.875,0.125,0.041666666666666664,53.133333333333326,0.0,0.29411764705882354,code/1381_B/gpt4o_python.py,24,476,62
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,gpt,gpt4o,python,hf,272553,test,ai,cf,1.0,2.881720430107527,22.6,0.16,0.04,25.152380952380952,0.0,0.3565365025466893,code/1381_B/gpt4o_python.py,25,589,83
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,codellama,codellama,python,hf,249927,train,ai,cf,1.0,2.943396226415094,26.134615384615383,0.16346153846153846,0.019230769230769232,2.3885057471264304,0.0,0.3084012761432116,code/1381_B/codellama_python.py,104,2821,634
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,codellama,codellama,python,hf,254721,train,ai,cf,1.0,2.426470588235294,25.0625,0.0,0.0625,35.79999999999998,0.0,0.43509615384615385,code/1381_B/codellama_python.py,16,416,66
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,77,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,70,1450,231
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,105,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,56,996,174
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,908,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,61,1926,286
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1061,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,45,928,155
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1303,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,15,473,82
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1501,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,44,938,123
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1565,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,18,469,81
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1848,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,53,1108,207
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1902,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,45,1092,139
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,1905,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,49,1014,155
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,2108,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,68,2021,264
1381/B,1381,B,Unmerge,1800.0,dp,PROGRAMMING,9471,llama3.1,llama31,python,raw_json,2470,,llama3.1,cf,,,,,,,,,code/1381_B/llama31_python.py,52,1207,161
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,141308,train,human,cf,1.0,1.8155737704918034,10.12087912087912,0.4945054945054945,11.12087912087912,0.0,0.0,0.20771513353115728,code/1572_C/human_cpp.cpp,91,1011,72
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,141698,train,human,cf,1.0,1.9776119402985075,8.397350993377483,0.5496688741721855,9.397350993377483,0.0,0.0,0.3455571227080395,code/1572_C/human_cpp.cpp,151,1418,300
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,142896,train,human,cf,1.0,3.774703557312253,31.517857142857142,0.08928571428571429,32.517857142857146,0.0,0.0,0.28626373626373625,code/1572_C/human_cpp.cpp,56,1820,231
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,java,hf,148545,train,human,cf,1.0,3.85625,20.2264631043257,0.5674300254452926,0.022900763358778626,0.0,7.0,0.4363985133677017,code/1572_C/human_java.java,393,8341,728
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,161224,train,human,cf,1.0,2.7282051282051283,9.182608695652174,0.5391304347826087,10.182608695652174,0.0,0.0,0.31965811965811963,code/1572_C/human_cpp.cpp,115,1170,202
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,175090,train,human,cf,1.0,2.0531914893617023,31.295454545454547,0.09090909090909091,32.29545454545455,0.0,0.0,0.2943661971830986,code/1572_C/human_cpp.cpp,43,1420,279
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,178832,train,human,cf,1.0,2.1355311355311355,9.236641221374045,0.5114503816793893,10.236641221374045,0.0,0.0,0.25970149253731345,code/1572_C/human_cpp.cpp,130,1340,88
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,180792,train,human,cf,1.0,2.513888888888889,14.317829457364342,0.49612403100775193,15.317829457364342,0.0,0.0,0.2931645569620253,code/1572_C/human_cpp.cpp,129,1975,386
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,187349,train,human,cf,1.0,2.8118161925601752,18.87769784172662,0.5323741007194245,19.87769784172662,0.0,0.0,0.23569876900796524,code/1572_C/human_cpp.cpp,138,2762,422
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,189915,train,human,cf,1.0,2.5497237569060776,9.491329479768787,0.5433526011560693,10.491329479768787,0.0,0.0,0.2794928335170893,code/1572_C/human_cpp.cpp,172,1814,351
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,200810,train,human,cf,1.0,2.0368852459016393,8.195121951219512,0.5203252032520326,9.195121951219512,0.0,0.0,0.24955752212389382,code/1572_C/human_cpp.cpp,123,1130,101
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,java,hf,208141,train,human,cf,1.0,3.677536231884058,22.646464646464647,0.1414141414141414,0.06060606060606061,25.547058823529408,6.0,0.402991452991453,code/1572_C/human_java.java,98,2340,295
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,java,hf,214035,train,human,cf,1.0,4.976058931860037,13.548794489092996,0.5717566016073479,0.0505166475315729,0.0,9.0,0.46941835687791017,code/1572_C/human_java.java,871,12671,1222
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,222592,train,human,cf,1.0,2.780141843971631,12.066666666666666,0.5066666666666667,13.066666666666666,0.0,0.0,0.3983656792645557,code/1572_C/human_cpp.cpp,75,979,77
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,java,hf,225614,val,human,cf,1.0,4.976058931860037,26.8604118993135,0.14645308924485126,0.10068649885583524,0.0,9.0,0.4477575160177427,code/1572_C/human_java.java,436,12174,1222
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,230736,val,human,cf,1.0,1.7399103139013452,7.530434782608696,0.5304347826086957,8.530434782608696,0.0,0.0,0.2693877551020408,code/1572_C/human_cpp.cpp,114,980,86
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,235858,test,human,cf,1.0,2.1743119266055047,10.596491228070175,0.543859649122807,11.596491228070175,0.0,0.0,0.4075757575757576,code/1572_C/human_cpp.cpp,57,660,47
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,244043,test,human,cf,1.0,2.191860465116279,14.254901960784315,0.5098039215686274,15.254901960784315,0.0,0.0,0.21235521235521235,code/1572_C/human_cpp.cpp,51,777,48
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,human,human,cpp,hf,244805,test,human,cf,1.0,2.095744680851064,29.93617021276596,0.0851063829787234,30.93617021276596,0.0,0.0,0.30282174810736406,code/1572_C/human_cpp.cpp,46,1453,281
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,gpt,gpt4o,python,hf,254878,train,ai,cf,1.0,4.384615384615385,19.6,0.3,0.05,18.342857142857127,0.0,0.31873479318734793,code/1572_C/gpt4o_python.py,20,411,46
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,codellama,codellama,python,hf,261664,train,ai,cf,1.0,3.0228310502283104,23.563636363636363,0.14545454545454545,0.05454545454545454,21.638297872340416,0.0,0.38296296296296295,code/1572_C/codellama_python.py,55,1350,198
1572/C,1572,C,Paint,2700.0,dp|greedy,PROGRAMMING,1660,llama3.1,llama31,python,raw_json,1870,,llama3.1,cf,,,,,,,,,code/1572_C/llama31_python.py,36,1032,159
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,140630,train,human,cf,0.0,2.2580645161290325,6.478260869565218,0.4782608695652174,0.0,96.89999999999999,0.0,0.39766081871345027,code/1531_A/human_python.py,23,171,18
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,146063,train,human,cf,0.0,2.2580645161290325,6.478260869565218,0.4782608695652174,0.0,96.89999999999999,0.0,0.39766081871345027,code/1531_A/human_python.py,23,171,18
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,148357,train,human,cf,1.0,4.36231884057971,17.516129032258064,0.1935483870967742,0.03225806451612903,51.81599999999999,0.0,0.3263525305410122,code/1531_A/human_python.py,30,573,66
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,151161,train,human,cf,0.0,3.2777777777777777,9.16,0.52,0.0,61.366666666666674,0.0,0.3794466403162055,code/1531_A/human_python.py,25,253,44
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,151713,train,human,cf,0.0,3.5517241379310347,9.043478260869565,0.4782608695652174,0.0,71.33333333333333,0.0,0.41739130434782606,code/1531_A/human_python.py,23,230,34
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,152404,train,human,cf,0.0,5.355263157894737,15.975609756097562,0.5609756097560976,0.0,0.0,6.0,0.29640287769784174,code/1531_A/human_java.java,41,695,72
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,164952,train,human,cf,1.0,4.327102803738318,13.013698630136986,0.5205479452054794,0.0410958904109589,18.009999999999998,6.0,0.41193737769080235,code/1531_A/human_java.java,73,1022,108
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,cpp,hf,165611,train,human,cf,1.0,4.3977272727272725,9.294117647058824,0.5882352941176471,10.294117647058824,0.0,0.0,0.20179738562091504,code/1531_A/human_cpp.cpp,118,1224,120
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,166168,train,human,cf,1.0,6.082901554404145,24.595959595959595,0.16161616161616163,0.10101010101010101,11.156024096385527,5.0,0.43426766679826295,code/1531_A/human_java.java,98,2533,198
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,167497,train,human,cf,1.0,6.544827586206897,14.72340425531915,0.5927051671732523,0.0486322188449848,0.0,8.0,0.3594354215003867,code/1531_A/human_java.java,328,5172,433
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,168376,train,human,cf,0.0,2.1142857142857143,5.521739130434782,0.4782608695652174,0.0,100.0,0.0,0.24161073825503357,code/1531_A/human_python.py,23,149,19
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,cpp,hf,173296,train,human,cf,1.0,3.2181818181818183,4.777777777777778,0.5079365079365079,5.777777777777778,26.38967741935484,0.0,0.30303030303030304,code/1531_A/human_cpp.cpp,62,363,40
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,181391,train,human,cf,1.0,4.774193548387097,12.617021276595745,0.574468085106383,0.06382978723404255,3.9399999999999853,6.0,0.41784037558685444,code/1531_A/human_java.java,46,639,69
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,183860,train,human,cf,0.0,3.967741935483871,8.652173913043478,0.4782608695652174,0.0,75.23333333333332,0.0,0.3031674208144796,code/1531_A/human_python.py,23,221,37
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,188480,train,human,cf,0.0,4.545454545454546,10.448275862068966,0.5172413793103449,0.0,48.05714285714285,0.0,0.4169184290030212,code/1531_A/human_python.py,29,331,40
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,194854,train,human,cf,1.0,5.798029556650246,14.840490797546012,0.558282208588957,0.049079754601226995,0.0,6.0,0.42270437814800466,code/1531_A/human_java.java,162,2581,219
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,199686,train,human,cf,1.0,4.544412607449857,12.772549019607844,0.5607843137254902,0.047058823529411764,4.999285714285728,8.0,0.39447450868698375,code/1531_A/human_java.java,255,3511,356
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,205242,train,human,cf,1.0,5.795454545454546,15.485148514851485,0.5148514851485149,0.06930693069306931,0.0,6.0,0.4362980769230769,code/1531_A/human_java.java,100,1664,139
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,205860,train,human,cf,0.0,3.272727272727273,6.7272727272727275,0.6060606060606061,0.0,69.39999999999999,0.0,0.4330708661417323,code/1531_A/human_python.py,33,254,39
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,java,hf,206773,train,human,cf,1.0,3.898876404494382,8.053254437869823,0.5384615384615384,0.005917159763313609,66.99666666666667,6.0,0.3708306082406802,code/1531_A/human_java.java,169,1529,207
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,cpp,hf,208137,train,human,cf,1.0,4.421052631578948,10.772277227722773,0.5445544554455446,11.772277227722773,0.0,0.0,0.3274410774410774,code/1531_A/human_cpp.cpp,101,1188,164
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,209193,train,human,cf,0.0,3.40625,7.407407407407407,0.5185185185185185,0.0,80.60000000000001,0.0,0.37610619469026546,code/1531_A/human_python.py,26,226,20
1531/A,1531,A,Зингер | color,,*special|implementation,PROGRAMMING,1473,human,human,python,hf,213452,train,human,cf,0.0,3.967741935483871,8.652173913043478,0.4782608695652174,0.0,75.23333333333332,0.0,0.3031674208144796,code/1531_A/human_python.py,23,221,37
